time stamp,penguin x,penguin y
2023年6月30日0時45分3秒0f,0,0
2023年6月30日0時45分3秒1f,0,0.001474902
2023年6月30日0時45分3秒2f,0,0.004969262
2023年6月30日0時45分3秒3f,0,0.01034385
2023年6月30日0時45分3秒4f,0,0.01709917
2023年6月30日0時45分3秒5f,0,0.02485377
2023年6月30日0時45分3秒6f,0,0.03396364
2023年6月30日0時45分3秒7f,0,0.04720155
2023年6月30日0時45分4秒8f,0,0.05927051
2023年6月30日0時45分4秒9f,0,0.07486031
2023年6月30日0時45分4秒10f,0,0.09285772
2023年6月30日0時45分4秒11f,0,0.1087058
2023年6月30日0時45分4秒12f,0,0.1280729
2023年6月30日0時45分4秒13f,0,0.1564441
2023年6月30日0時45分4秒14f,0,0.1832938
2023年6月30日0時45分4秒15f,0,0.2202027
2023年6月30日0時45分4秒16f,0,0.2572287
2023年6月30日0時45分4秒17f,0,0.3058452
2023年6月30日0時45分4秒18f,0,0.3516264
2023年6月30日0時45分4秒19f,0,0.4098348
2023年6月30日0時45分4秒20f,0,0.4698842
2023年6月30日0時45分4秒21f,0,0.5373371
2023年6月30日0時45分4秒22f,0,0.6028134
2023年6月30日0時45分4秒23f,0,0.6834205
2023年6月30日0時45分4秒24f,0,0.7550687
2023年6月30日0時45分4秒25f,0,0.8474624
2023年6月30日0時45分4秒26f,0,0.9340951
2023年6月30日0時45分4秒27f,0,1.034498
2023年6月30日0時45分4秒28f,0,1.122608
2023年6月30日0時45分4秒29f,0,1.234961
2023年6月30日0時45分4秒30f,0,1.346394
2023年6月30日0時45分4秒31f,0,1.471494
2023年6月30日0時45分4秒32f,0,1.574949
2023年6月30日0時45分4秒33f,0,1.69549
2023年6月30日0時45分4秒34f,0,1.836418
2023年6月30日0時45分4秒35f,0,1.980917
2023年6月30日0時45分4秒36f,0,2.109909
2023年6月30日0時45分4秒37f,0,2.271097
2023年6月30日0時45分4秒38f,0,2.402746
2023年6月30日0時45分4秒39f,0,2.5561
2023年6月30日0時45分4秒40f,0,2.70477
2023年6月30日0時45分4秒41f,0,2.904942
2023年6月30日0時45分4秒42f,0,3.064297
2023年6月30日0時45分4秒43f,0,3.22781
2023年6月30日0時45分4秒44f,0,3.424419
2023年6月30日0時45分4秒45f,0,3.597327
2023年6月30日0時45分4秒46f,0,3.790984
2023年6月30日0時45分4秒47f,0,3.978995
2023年6月30日0時45分4秒48f,0,4.172662
2023年6月30日0時45分4秒49f,0,4.389773
2023年6月30日0時45分4秒50f,0,4.584645
2023年6月30日0時45分4秒51f,0,4.802514
2023年6月30日0時45分4秒52f,0,5.013706
2023年6月30日0時45分4秒53f,0,5.263216
2023年6月30日0時45分4秒54f,0,5.471463
2023年6月30日0時45分4秒55f,0,5.73018
2023年6月30日0時45分4秒56f,0,5.942854
2023年6月30日0時45分4秒57f,0,6.181915
2023年6月30日0時45分4秒58f,0,6.416101
2023年6月30日0時45分4秒59f,0,6.677186
