time stamp,penguin x,penguin y
2023年6月30日11時32分42秒0f,0,0
2023年6月30日11時32分42秒1f,0,0.001612119
2023年6月30日11時32分42秒2f,0,0.005277319
2023年6月30日11時32分42秒3f,0,0.01003964
2023年6月30日11時32分42秒4f,0,0.01940744
2023年6月30日11時32分42秒5f,0,0.03543518
2023年6月30日11時32分42秒6f,0,0.05679291
2023年6月30日11時32分42秒7f,0,0.07839606
2023年6月30日11時32分42秒8f,0,0.1100357
2023年6月30日11時32分42秒9f,0,0.1463859
2023年6月30日11時32分42秒10f,0,0.1847715
2023年6月30日11時32分42秒11f,0,0.2278276
2023年6月30日11時32分42秒12f,0,0.2970502
2023年6月30日11時32分42秒13f,0,0.3337072
2023年6月30日11時32分42秒14f,0,0.4017573
2023年6月30日11時32分42秒15f,0,0.459053
2023年6月30日11時32分42秒16f,0,0.5266087
2023年6月30日11時32分42秒17f,0,0.6064526
2023年6月30日11時32分42秒18f,0,0.6921144
2023年6月30日11時32分42秒19f,0,0.7666647
2023年6月30日11時32分42秒20f,0,0.8564942
2023年6月30日11時32分42秒21f,0,0.9550034
2023年6月30日11時32分42秒22f,0,1.05803
2023年6月30日11時32分42秒23f,0,1.167697
2023年6月30日11時32分43秒24f,0,1.263477
2023年6月30日11時32分43秒25f,0,1.393099
2023年6月30日11時32分43秒26f,0,1.495128
2023年6月30日11時32分43秒27f,0,1.627981
2023年6月30日11時32分43秒28f,0,1.764421
2023年6月30日11時32分43秒29f,0,1.931713
2023年6月30日11時32分43秒30f,0,2.031001
2023年6月30日11時32分43秒31f,0,2.178035
2023年6月30日11時32分43秒32f,0,2.330904
2023年6月30日11時32分43秒33f,0,2.504299
2023年6月30日11時32分43秒34f,0,2.662016
2023年6月30日11時32分43秒35f,0,2.803838
2023年6月30日11時32分43秒36f,0,2.996251
2023年6月30日11時32分43秒37f,0.00458919,3.156873
2023年6月30日11時32分43秒38f,0.01349559,3.317188
2023年6月30日11時32分43秒39f,0.02922552,3.511191
2023年6月30日11時32分43秒40f,0.04847988,3.694107
2023年6月30日11時32分43秒41f,0.07596228,3.90847
2023年6月30日11時32分43秒42f,0.1070359,4.115627
2023年6月30日11時32分43秒43f,0.1407585,4.313146
2023年6月30日11時32分43秒44f,0.1763692,4.500102
2023年6月30日11時32分43秒45f,0.2169078,4.749125
2023年6月30日11時32分43秒46f,0.2491308,4.958575
2023年6月30日11時32分43秒47f,0.278993,5.164466
2023年6月30日11時32分43秒48f,0.3117481,5.396673
2023年6月30日11時32分43秒49f,0.3424036,5.62011
2023年6月30日11時32分43秒50f,0.3717222,5.839803
