time stamp,penguin x,penguin y
2023年7月11日17時18分46秒0f,0,0
2023年7月11日17時18分46秒1f,0,0
2023年7月11日17時18分46秒2f,0,0
2023年7月11日17時18分46秒3f,0,0
2023年7月11日17時18分46秒4f,0,0
2023年7月11日17時18分46秒5f,0,0
2023年7月11日17時18分46秒6f,0,0
2023年7月11日17時18分46秒7f,0,0
2023年7月11日17時18分46秒8f,0,0.000775516
2023年7月11日17時18分46秒9f,0,0.002446495
2023年7月11日17時18分46秒10f,0,0.005089223
2023年7月11日17時18分46秒11f,0,0.008252703
2023年7月11日17時18分46秒12f,0,0.01257595
2023年7月11日17時18分46秒13f,0,0.01750984
2023年7月11日17時18分46秒14f,0,0.02316882
2023年7月11日17時18分46秒15f,0,0.0301185
2023年7月11日17時18分46秒16f,0,0.03730667
2023年7月11日17時18分46秒17f,0,0.04601083
2023年7月11日17時18分46秒18f,0,0.05459534
2023年7月11日17時18分46秒19f,0,0.06502983
2023年7月11日17時18分46秒20f,0,0.07570653
2023年7月11日17時18分46秒21f,0,0.08759065
2023年7月11日17時18分46秒22f,0,0.09953073
2023年7月11日17時18分46秒23f,0,0.1134198
2023年7月11日17時18分46秒24f,0,0.1271202
2023年7月11日17時18分46秒25f,0,0.1431361
2023年7月11日17時18分46秒26f,0,0.1574524
2023年7月11日17時18分46秒27f,0,0.1759289
2023年7月11日17時18分46秒28f,0,0.1925808
2023年7月11日17時18分46秒29f,0,0.2102657
2023年7月11日17時18分46秒30f,0,0.2311208
2023年7月11日17時18分46秒31f,0,0.2502837
2023年7月11日17時18分46秒32f,0,0.2703087
2023年7月11日17時18分46秒33f,0,0.2938901
2023年7月11日17時18分46秒34f,0,0.3155638
2023年7月11日17時18分46秒35f,0,0.3375144
2023年7月11日17時18分46秒36f,0,0.3631116
2023年7月11日17時18分46秒37f,0,0.38843
2023年7月11日17時18分46秒38f,0,0.412471
2023年7月11日17時18分46秒39f,0,0.4402685
2023年7月11日17時18分46秒40f,0,0.4680674
2023年7月11日17時18分46秒41f,0,0.4968183
2023年7月11日17時18分46秒42f,0,0.5259075
2023年7月11日17時18分46秒43f,0,0.5537992
2023年7月11日17時18分46秒44f,0,0.5862218
2023年7月11日17時18分46秒45f,0,0.6182879
2023年7月11日17時18分46秒46f,0,0.6508331
2023年7月11日17時18分46秒47f,0,0.6831393
2023年7月11日17時18分46秒48f,0,0.7161818
2023年7月11日17時18分46秒49f,0,0.7532735
2023年7月11日17時18分46秒50f,0,0.7878205
2023年7月11日17時18分46秒51f,0.0008143205,0.8236506
2023年7月11日17時18分46秒52f,0.002494529,0.8614553
2023年7月11日17時18分46秒53f,0.005065694,0.9008799
2023年7月11日17時18分46秒54f,0.008312196,0.9390262
2023年7月11日17時18分46秒55f,0.01268957,0.981049
2023年7月11日17時18分46秒56f,0.01763888,1.021468
2023年7月11日17時18分47秒57f,0.02351391,1.063433
