time stamp,penguin x,penguin y
2023年6月30日11時51分0秒0f,0,0
2023年6月30日11時51分0秒1f,0.001423961,0.001423962
2023年6月30日11時51分0秒2f,0.004949301,0.004949301
2023年6月30日11時51分0秒3f,0.01028504,0.01028504
2023年6月30日11時51分0秒4f,0.01683284,0.01683284
2023年6月30日11時51分0秒5f,0.02503484,0.02503484
2023年6月30日11時51分0秒6f,0.03469562,0.03469563
2023年6月30日11時51分0秒7f,0.04683488,0.04683489
2023年6月30日11時51分0秒8f,0.05848227,0.06041785
2023年6月30日11時51分0秒9f,0.07033854,0.07629016
2023年6月30日11時51分0秒10f,0.07954048,0.09025716
2023年6月30日11時51分0秒11f,0.09191574,0.1113408
2023年6月30日11時51分0秒12f,0.1020488,0.1305582
2023年6月30日11時51分0秒13f,0.113622,0.154821
2023年6月30日11時51分0秒14f,0.1221405,0.1772496
2023年6月30日11時51分0秒15f,0.1317003,0.2077492
2023年6月30日11時51分0秒16f,0.1413153,0.2439937
2023年6月30日11時51分0秒17f,0.1521886,0.291521
2023年6月30日11時51分0秒18f,0.1610576,0.3358251
2023年6月30日11時51分0秒19f,0.1707158,0.3903315
2023年6月30日11時51分1秒20f,0.1795793,0.4463131
2023年6月30日11時51分1秒21f,0.1880399,0.5056522
2023年6月30日11時51分1秒22f,0.1965636,0.5716003
2023年6月30日11時51分1秒23f,0.2047888,0.6414069
2023年6月30日11時51分1秒24f,0.2128091,0.7157107
2023年6月30日11時51分1秒25f,0.2211237,0.7994385
2023年6月30日11時51分1秒26f,0.2288857,0.8840799
2023年6月30日11時51分1秒27f,0.2376526,0.9872583
2023年6月30日11時51分1秒28f,0.2451517,1.082229
2023年6月30日11時51分1秒29f,0.2524417,1.181309
2023年6月30日11時51分1秒30f,0.2593882,1.282386
2023年6月30日11時51分1秒31f,0.2669896,1.400537
2023年6月30日11時51分1秒32f,0.2745142,1.525228
2023年6月30日11時51分1秒33f,0.2811958,1.64305
2023年6月30日11時51分1秒34f,0.2878296,1.767323
2023年6月30日11時51分1秒35f,0.2940472,1.890868
2023年6月30日11時51分1秒36f,0.3002198,2.020773
2023年6月30日11時51分1秒37f,0.3064173,2.158733
2023年6月30日11時51分1秒38f,0.3137141,2.330331
2023年6月30日11時51分1秒39f,0.319482,2.473458
2023年6月30日11時51分1秒40f,0.3249667,2.616915
2023年6月30日11時51分1秒41f,0.331517,2.797321
2023年6月30日11時51分1秒42f,0.3372112,2.962297
2023年6月30日11時51分1秒43f,0.3428161,3.132971
2023年6月30日11時51分1秒44f,0.3523152,3.290732
2023年6月30日11時51分1秒45f,0.3682967,3.476395
2023年6月30日11時51分1秒46f,0.3900441,3.673101
2023年6月30日11時51分1秒47f,0.4156638,3.864635
2023年6月30日11時51分1秒48f,0.4478853,4.07147
2023年6月30日11時51分1秒49f,0.4839858,4.275756
2023年6月30日11時51分1秒50f,0.5281362,4.500288
2023年6月30日11時51分1秒51f,0.5614557,4.654824
2023年6月30日11時51分1秒52f,0.6082578,4.85508
2023年6月30日11時51分1秒53f,0.6685867,5.095438
