time stamp,penguin x,penguin y
2023年7月11日17時20分59秒0f,0,0
2023年7月11日17時20分59秒1f,0,0.0008908734
2023年7月11日17時20分59秒2f,0,0.002265252
2023年7月11日17時20分59秒3f,0,0.004959012
2023年7月11日17時20分59秒4f,0,0.008434072
2023年7月11日17時20分59秒5f,0,0.012515
2023年7月11日17時20分59秒6f,0,0.01777808
2023年7月11日17時20分59秒7f,0,0.02322048
2023年7月11日17時20分59秒8f,0,0.03020224
2023年7月11日17時20分59秒9f,0,0.03761302
2023年7月11日17時20分59秒10f,0,0.04595722
2023年7月11日17時20分59秒11f,0,0.05523314
2023年7月11日17時20分59秒12f,0,0.06504008
2023年7月11日17時20分59秒13f,0,0.07633416
2023年7月11日17時20分59秒14f,0,0.08799084
2023年7月11日17時20分59秒15f,0,0.09981263
2023年7月11日17時20分59秒16f,0,0.1136106
2023年7月11日17時20分59秒17f,0,0.1276741
2023年7月11日17時20分59秒18f,0,0.1424185
2023年7月11日17時20分59秒19f,0,0.159331
2023年7月11日17時20分59秒20f,0,0.1752704
2023年7月11日17時20分59秒21f,0,0.1935009
2023年7月11日17時20分59秒22f,0,0.2109529
2023年7月11日17時20分59秒23f,0,0.230492
2023年7月11日17時20分59秒24f,0,0.2505801
2023年7月11日17時20分59秒25f,0,0.270714
2023年7月11日17時20分59秒26f,0,0.2919767
2023年7月11日17時20分59秒27f,0,0.3157016
2023年7月11日17時20分59秒28f,0,0.3384979
2023年7月11日17時20分59秒29f,0,0.362143
2023年7月11日17時20分59秒30f,0,0.3875911
2023年7月11日17時21分0秒31f,0,0.4151498
2023年7月11日17時21分0秒32f,0,0.4403521
2023年7月11日17時21分0秒33f,0.00084794,0.468334
2023年7月11日17時21分0秒34f,0.00245679,0.4956845
2023年7月11日17時21分0秒35f,0.004889701,0.5240685
2023年7月11日17時21分0秒36f,0.0082868,0.5546424
2023年7月11日17時21分0秒37f,0.01227633,0.5841649
2023年7月11日17時21分0秒38f,0.01738005,0.6164884
2023年7月11日17時21分0秒39f,0.02316296,0.6487074
2023年7月11日17時21分0秒40f,0.03023764,0.6840808
2023年7月11日17時21分0秒41f,0.03783755,0.7187027
2023年7月11日17時21分0秒42f,0.0459194,0.7526464
2023年7月11日17時21分0秒43f,0.05475713,0.7871939
2023年7月11日17時21分0秒44f,0.06522767,0.8255858
2023年7月11日17時21分0秒45f,0.07581604,0.8622379
2023年7月11日17時21分0秒46f,0.08756793,0.9008512
2023年7月11日17時21分0秒47f,0.09978513,0.9391317
2023年7月11日17時21分0秒48f,0.1134571,0.9801477
2023年7月11日17時21分0秒49f,0.1272421,1.019881
2023年7月11日17時21分0秒50f,0.1425316,1.062352
2023年7月11日17時21分0秒51f,0.158343,1.104793
2023年7月11日17時21分0秒52f,0.1743116,1.146311
2023年7月11日17時21分0秒53f,0.1918624,1.190606
2023年7月11日17時21分0秒54f,0.2106288,1.236669
2023年7月11日17時21分0秒55f,0.2299859,1.282958
2023年7月11日17時21分0秒56f,0.2502717,1.330291
