time stamp,penguin x,penguin y
2023年6月30日11時52分23秒0f,0,0
2023年6月30日11時52分23秒1f,0,0.001809277
2023年6月30日11時52分23秒2f,0.0016013,0.005011879
2023年6月30日11時52分23秒3f,0.00470098,0.009661399
2023年6月30日11時52分23秒4f,0.01010854,0.01687147
2023年6月30日11時52分23秒5f,0.0168207,0.02526168
2023年6月30日11時52分23秒6f,0.025597,0.03579324
2023年6月30日11時52分23秒7f,0.03504322,0.04681383
2023年6月30日11時52分23秒8f,0.04641465,0.05980975
2023年6月30日11時52分23秒9f,0.05935937,0.07437257
2023年6月30日11時52分23秒10f,0.07599182,0.09285307
2023年6月30日11時52分23秒11f,0.09247123,0.1109804
2023年6月30日11時52分23秒12f,0.1110314,0.1312279
2023年6月30日11時52分23秒13f,0.1299792,0.1517546
2023年6月30日11時52分23秒14f,0.1508777,0.1742608
2023年6月30日11時52分23秒15f,0.1736728,0.1986841
2023年6月30日11時52分23秒16f,0.1947845,0.2246677
2023年6月30日11時52分23秒17f,0.2160408,0.2530317
2023年6月30日11時52分23秒18f,0.240073,0.287679
2023年6月30日11時52分23秒19f,0.2565391,0.3132487
2023年6月30日11時52分23秒20f,0.277108,0.3475565
2023年6月30日11時52分23秒21f,0.2995512,0.3876644
2023年6月30日11時52分23秒22f,0.3173425,0.4216529
2023年6月30日11時52分23秒23f,0.3371933,0.4621085
2023年6月30日11時52分23秒24f,0.3545647,0.4998043
2023年6月30日11時52分23秒25f,0.3741791,0.5450458
2023年6月30日11時52分23秒26f,0.3910165,0.5862597
2023年6月30日11時52分23秒27f,0.4073759,0.6286926
2023年6月30日11時52分23秒28f,0.4234705,0.6728679
2023年6月30日11時52分23秒29f,0.4414365,0.7249835
2023年6月30日11時52分23秒30f,0.4563164,0.7705466
2023年6月30日11時52分23秒31f,0.4745399,0.8293846
2023年6月30日11時52分23秒32f,0.4890333,0.8786749
2023年6月30日11時52分23秒33f,0.5036174,0.930867
2023年6月30日11時52分23秒34f,0.5210395,0.9964159
2023年6月30日11時52分23秒35f,0.53501,1.051629
2023年6月30日11時52分23秒36f,0.5489184,1.112526
2023年6月30日11時52分24秒37f,0.5626347,1.178645
2023年6月30日11時52分24秒38f,0.5785726,1.262779
2023年6月30日11時52分24秒39f,0.5911927,1.335392
2023年6月30日11時52分24秒40f,0.6032651,1.410796
2023年6月30日11時52分24秒41f,0.6163564,1.499239
2023年6月30日11時52分24秒42f,0.6310088,1.605967
2023年6月30日11時52分24秒43f,0.6428259,1.698503
2023年6月30日11時52分24秒44f,0.6542528,1.794453
2023年6月30日11時52分24秒45f,0.6678134,1.916266
2023年6月30日11時52分24秒46f,0.6778622,2.012626
2023年6月30日11時52分24秒47f,0.6901248,2.137908
2023年6月30日11時52分24秒48f,0.7009546,2.25558
2023年6月30日11時52分24秒49f,0.7133661,2.39877
2023年6月30日11時52分24秒50f,0.7239856,2.528656
2023年6月30日11時52分24秒51f,0.7340286,2.6587
2023年6月30日11時52分24秒52f,0.7397271,2.802417
