time stamp,penguin x,penguin y
2023年6月30日11時33分0秒0f,0,0
2023年6月30日11時33分0秒1f,0.001587212,0
2023年6月30日11時33分0秒2f,0.004807711,0
2023年6月30日11時33分0秒3f,0.009745024,0
2023年6月30日11時33分0秒4f,0.0169219,0
2023年6月30日11時33分0秒5f,0.0241983,0
2023年6月30日11時33分0秒6f,0.03475938,0
2023年6月30日11時33分0秒7f,0.04590205,0
2023年6月30日11時33分0秒8f,0.06139853,0
2023年6月30日11時33分0秒9f,0.07548587,0
2023年6月30日11時33分0秒10f,0.09330207,0
2023年6月30日11時33分0秒11f,0.1119148,0
2023年6月30日11時33分0秒12f,0.1316046,0
2023年6月30日11時33分0秒13f,0.1494052,0
2023年6月30日11時33分0秒14f,0.1631345,0
2023年6月30日11時33分0秒15f,0.1769431,0
2023年6月30日11時33分0秒16f,0.1906292,0
2023年6月30日11時33分0秒17f,0.2017719,0
2023年6月30日11時33分0秒18f,0.2125172,0
2023年6月30日11時33分0秒19f,0.22527,0
2023年6月30日11時33分0秒20f,0.2356609,0
2023年6月30日11時33分0秒21f,0.248771,0
2023年6月30日11時33分0秒22f,0.2606042,0
2023年6月30日11時33分0秒23f,0.2672005,0
2023年6月30日11時33分0秒24f,0.268447,0
2023年6月30日11時33分0秒25f,0.2645207,0
2023年6月30日11時33分0秒26f,0.2555345,0
2023年6月30日11時33分0秒27f,0.2412404,0
2023年6月30日11時33分0秒28f,0.2231995,0
2023年6月30日11時33分0秒29f,0.1989072,0
2023年6月30日11時33分0秒30f,0.1749568,0
2023年6月30日11時33分0秒31f,0.1377471,0
2023年6月30日11時33分0秒32f,0.1009461,0
2023年6月30日11時33分0秒33f,0.05284127,0
2023年6月30日11時33分0秒34f,0.006413639,0
2023年6月30日11時33分0秒35f,-0.04513973,0
2023年6月30日11時33分0秒36f,-0.1062335,0
2023年6月30日11時33分0秒37f,-0.1730893,0
2023年6月30日11時33分0秒38f,-0.2367668,0
2023年6月30日11時33分0秒39f,-0.3043786,0
2023年6月30日11時33分0秒40f,-0.3839937,0
2023年6月30日11時33分0秒41f,-0.4700858,0
2023年6月30日11時33分1秒42f,-0.5554413,0
2023年6月30日11時33分1秒43f,-0.6432836,0
2023年6月30日11時33分1秒44f,-0.7254963,0
2023年6月30日11時33分1秒45f,-0.7924818,0
2023年6月30日11時33分1秒46f,-0.8708759,0
2023年6月30日11時33分1秒47f,-0.9356053,0
2023年6月30日11時33分1秒48f,-0.9862096,0
2023年6月30日11時33分1秒49f,-1.046168,0
2023年6月30日11時33分1秒50f,-1.096098,0
2023年6月30日11時33分1秒51f,-1.148665,0
2023年6月30日11時33分1秒52f,-1.187275,0
2023年6月30日11時33分1秒53f,-1.227712,0
2023年6月30日11時33分1秒54f,-1.260165,0
2023年6月30日11時33分1秒55f,-1.289256,0
2023年6月30日11時33分1秒56f,-1.319927,0
2023年6月30日11時33分1秒57f,-1.345617,0
2023年6月30日11時33分1秒58f,-1.374102,0
2023年6月30日11時33分1秒59f,-1.395878,0
2023年6月30日11時33分1秒60f,-1.41855,0
2023年6月30日11時33分1秒61f,-1.439343,0
2023年6月30日11時33分1秒62f,-1.458734,0.001687599
2023年6月30日11時33分1秒63f,-1.477437,0.005253501
2023年6月30日11時33分1秒64f,-1.491716,0.009767392
2023年6月30日11時33分1秒65f,-1.507531,0.01721851
2023年6月30日11時33分1秒66f,-1.517895,0.02413696
2023年6月30日11時33分1秒67f,-1.529318,0.03469786
2023年6月30日11時33分1秒68f,-1.539375,0.04752032
2023年6月30日11時33分1秒69f,-1.547105,0.06129272
2023年6月30日11時33分1秒70f,-1.552605,0.07547735
2023年6月30日11時33分1秒71f,-1.556481,0.09104355
2023年6月30日11時33分1秒72f,-1.558989,0.1095575
2023年6月30日11時33分1秒73f,-1.559794,0.1292806
2023年6月30日11時33分1秒74f,-1.558926,0.1514091
2023年6月30日11時33分1秒75f,-1.556425,0.1746004
2023年6月30日11時33分1秒76f,-1.552505,0.1980238
2023年6月30日11時33分1秒77f,-1.5463,0.2263113
2023年6月30日11時33分1秒78f,-1.539136,0.2533135
2023年6月30日11時33分1秒79f,-1.529111,0.2860637
2023年6月30日11時33分1秒80f,-1.519557,0.3139502
2023年6月30日11時33分1秒81f,-1.507817,0.3507522
2023年6月30日11時33分1秒82f,-1.49634,0.3893005
2023年6月30日11時33分1秒83f,-1.486871,0.4233024
2023年6月30日11時33分1秒84f,-1.477238,0.4601971
2023年6月30日11時33分1秒85f,-1.466319,0.4976119
2023年6月30日11時33分1秒86f,-1.451654,0.5434121
2023年6月30日11時33分1秒87f,-1.438183,0.5823076
2023年6月30日11時33分1秒88f,-1.42024,0.630733
2023年6月30日11時33分1秒89f,-1.39847,0.6861242
2023年6月30日11時33分1秒90f,-1.384266,0.7204373
2023年6月30日11時33分1秒91f,-1.361915,0.7719974
2023年6月30日11時33分1秒92f,-1.338278,0.8243192
2023年6月30日11時33分1秒93f,-1.314177,0.8757195
2023年6月30日11時33分1秒94f,-1.284692,0.936514
2023年6月30日11時33分1秒95f,-1.259168,0.9875497
2023年6月30日11時33分1秒96f,-1.227976,1.048185
2023年6月30日11時33分1秒97f,-1.19674,1.107354
2023年6月30日11時33分1秒98f,-1.164686,1.166641
2023年6月30日11時33分1秒99f,-1.125366,1.237775
2023年6月30日11時33分1秒100f,-1.09167,1.297496
2023年6月30日11時33分2秒101f,-1.049098,1.371521
2023年6月30日11時33分2秒102f,-1.009144,1.439761
2023年6月30日11時33分2秒103f,-0.9702637,1.505069
2023年6月30日11時33分2秒104f,-0.9258125,1.578571
2023年6月30日11時33分2秒105f,-0.8785682,1.655549
2023年6月30日11時33分2秒106f,-0.8379288,1.720851
2023年6月30日11時33分2秒107f,-0.7842265,1.806021
2023年6月30日11時33分2秒108f,-0.7352182,1.882789
2023年6月30日11時33分2秒109f,-0.6876196,1.956479
2023年6月30日11時33分2秒110f,-0.6312566,2.042772
2023年6月30日11時33分2秒111f,-0.5793936,2.121341
2023年6月30日11時33分2秒112f,-0.5233642,2.205374
2023年6月30日11時33分2秒113f,-0.4596596,2.298337
2023年6月30日11時33分2秒114f,-0.3898384,2.39782
2023年6月30日11時33分2秒115f,-0.3212039,2.493579
