time stamp,penguin x,penguin y
2023年6月30日0時47分12秒0f,0,0
2023年6月30日0時47分12秒1f,0,0.00174989
2023年6月30日0時47分12秒2f,0,0.005043633
2023年6月30日0時47分12秒3f,0,0.01032709
2023年6月30日0時47分12秒4f,0,0.01670568
2023年6月30日0時47分12秒5f,0,0.02377938
2023年6月30日0時47分12秒6f,0,0.0354474
2023年6月30日0時47分12秒7f,0,0.04660099
2023年6月30日0時47分12秒8f,0,0.05942652
2023年6月30日0時47分12秒9f,0,0.07624545
2023年6月30日0時47分12秒10f,0,0.09290355
2023年6月30日0時47分12秒11f,0,0.1108979
2023年6月30日0時47分12秒12f,0,0.1316212
2023年6月30日0時47分12秒13f,0,0.1528801
2023年6月30日0時47分12秒14f,0.00176902,0.1776464
2023年6月30日0時47分12秒15f,0.00427726,0.1964582
2023年6月30日0時47分12秒16f,0.01034575,0.2288235
2023年6月30日0時47分12秒17f,0.01422811,0.2453235
2023年6月30日0時47分12秒18f,0.02528646,0.2851335
2023年6月30日0時47分12秒19f,0.03594036,0.3188709
2023年6月30日0時47分12秒20f,0.04549243,0.3461625
2023年6月30日0時47分13秒21f,0.05836771,0.3799601
2023年6月30日0時47分13秒22f,0.07477362,0.4200635
2023年6月30日0時47分13秒23f,0.09109513,0.4576029
2023年6月30日0時47分13秒24f,0.1109583,0.5009407
2023年6月30日0時47分13秒25f,0.1304378,0.5415229
2023年6月30日0時47分13秒26f,0.1500021,0.5806516
2023年6月30日0時47分13秒27f,0.1779145,0.6344826
2023年6月30日0時47分13秒28f,0.2011946,0.6779389
2023年6月30日0時47分13秒29f,0.2266356,0.7240506
2023年6月30日0時47分13秒30f,0.2524909,0.7696776
2023年6月30日0時47分13秒31f,0.2872662,0.8295684
2023年6月30日0時47分13秒32f,0.3183042,0.8818429
2023年6月30日0時47分13秒33f,0.3462626,0.9279743
2023年6月30日0時47分13秒34f,0.384911,0.9905478
2023年6月30日0時47分13秒35f,0.4196836,1.045868
2023年6月30日0時47分13秒36f,0.4660612,1.118459
2023年6月30日0時47分13秒37f,0.4957296,1.164198
2023年6月30日0時47分13秒38f,0.5350173,1.229108
2023年6月30日0時47分13秒39f,0.5750366,1.300051
2023年6月30日0時47分13秒40f,0.6100539,1.366751
2023年6月30日0時47分13秒41f,0.6398197,1.42777
2023年6月30日0時47分13秒42f,0.6719523,1.496626
2023年6月30日0時47分13秒43f,0.70812,1.577593
2023年6月30日0時47分13秒44f,0.7393996,1.650708
2023年6月30日0時47分13秒45f,0.7705594,1.726718
2023年6月30日0時47分13秒46f,0.797777,1.795972
2023年6月30日0時47分13秒47f,0.8311976,1.884632
2023年6月30日0時47分13秒48f,0.8546264,1.949403
2023年6月30日0時47分13秒49f,0.8831701,2.031602
2023年6月30日0時47分13秒50f,0.9134474,2.122388
2023年6月30日0時47分13秒51f,0.942012,2.211535
2023年6月30日0時47分13秒52f,0.9658531,2.288948
2023年6月30日0時47分13秒53f,0.9946411,2.386165
2023年6月30日0時47分13秒54f,1.02165,2.480992
2023年6月30日0時47分13秒55f,1.043164,2.559497
2023年6月30日0時47分13秒56f,1.070861,2.664499
2023年6月30日0時47分13秒57f,1.090922,2.746261
2023年6月30日0時47分13秒58f,1.1173,2.861543
2023年6月30日0時47分13秒59f,1.141683,2.975542
2023年6月30日0時47分13秒60f,1.162091,3.077397
2023年6月30日0時47分13秒61f,1.186595,3.207696
2023年6月30日0時47分13秒62f,1.206148,3.318276
2023年6月30日0時47分13秒63f,1.227463,3.446262
2023年6月30日0時47分13秒64f,1.2521,3.6031
2023年6月30日0時47分13秒65f,1.273003,3.743972
2023年6月30日0時47分13秒66f,1.293085,3.887069
2023年6月30日0時47分13秒67f,1.311726,4.027336
2023年6月30日0時47分13秒68f,1.330037,4.172668
2023年6月30日0時47分13秒69f,1.350495,4.343761
2023年6月30日0時47分13秒70f,1.364673,4.468571
2023年6月30日0時47分13秒71f,1.385262,4.659181
2023年6月30日0時47分13秒72f,1.401366,4.81583
2023年6月30日0時47分13秒73f,1.420464,5.010855
2023年6月30日0時47分13秒74f,1.435816,5.175325
2023年6月30日0時47分13秒75f,1.454008,5.379611
2023年6月30日0時47分13秒76f,1.470633,5.575172
2023年6月30日0時47分13秒77f,1.48562,5.759707
2023年6月30日0時47分13秒78f,1.503342,5.987992
2023年6月30日0時47分13秒79f,1.516838,6.169747
2023年6月30日0時47分13秒80f,1.533514,6.404427
2023年6月30日0時47分14秒81f,1.548424,6.623537
2023年6月30日0時47分14秒82f,1.56225,6.835615
2023年6月30日0時47分14秒83f,1.577607,7.081367
2023年6月30日0時47分14秒84f,1.590694,7.299757
2023年6月30日0時47分14秒85f,1.604431,7.538676
2023年6月30日0時47分14秒86f,1.616383,7.755246
2023年6月30日0時47分14秒87f,1.63235,8.056526
2023年6月30日0時47分14秒88f,1.645044,8.296013
2023年6月30日0時47分14秒89f,1.656546,8.521996
2023年6月30日0時47分14秒90f,1.670401,8.794174
2023年6月30日0時47分14秒91f,1.681813,9.027637
2023年6月30日0時47分14秒92f,1.692965,9.255744
2023年6月30日0時47分14秒93f,1.705038,9.512921
2023年6月30日0時47分14秒94f,1.716872,9.764961
2023年6月30日0時47分14秒95f,1.728517,10.02324
2023年6月30日0時47分14秒96f,1.737508,10.22261
2023年6月30日0時47分14秒97f,1.749767,10.50572
2023年6月30日0時47分14秒98f,1.759943,10.7407
2023年6月30日0時47分14秒99f,1.770958,11.00558
2023年6月30日0時47分14秒100f,1.780794,11.2453
2023年6月30日0時47分14秒101f,1.789915,11.47366
2023年6月30日0時47分14秒102f,1.799038,11.70518
2023年6月30日0時47分14秒103f,1.80949,11.97765
2023年6月30日0時47分14秒104f,1.817699,12.19456
2023年6月30日0時47分14秒105f,1.82735,12.45655
2023年6月30日0時47分14秒106f,1.836367,12.70462
2023年6月30日0時47分14秒107f,1.846107,12.97991
2023年6月30日0時47分14秒108f,1.85388,13.20259
2023年6月30日0時47分14秒109f,1.863307,13.48002
2023年6月30日0時47分14秒110f,1.870852,13.70507
2023年6月30日0時47分14秒111f,1.8791,13.95782
2023年6月30日0時47分14秒112f,1.886664,14.19273
