Success,FishNumber,ClearTime,Distance,Sensitivity,LimitedTime,MaximumSpeed,Acceleration,Friction
False,3,undefined,46.49702,3,120,15,0.1,0.98
False,3,undefined,72.28937,3,120,15,0.1,0.98
False,4,undefined,109.5826,3,120,15,0.1,0.98
