Success,FishNumber,ClearTime,Distance,Sensitivity,LimitedTime,MaximumSpeed,Acceleration,Friction
False,6,undefined,109.7276,3,120,15,0.1,0.98
False,4,undefined,81.55281,3,120,15,0.1,0.98
True,9,17.78123,200,3,120,15,0.1,0.98
